,Experiment_id,Temperature,Model,Actual_price,Initial_cost,Orientation_price,Configuration,Obs.,Answers,Buyer
0,TU3_2_1_1_1_1,0.01,gpt-4-1106-preview,15.71,0,15.71,1,50,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",friend
1,TU3_2_1_1_1_1,0.5,gpt-4-1106-preview,15.71,0,15.71,1,50,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '15', '0', '0', '0', '0', '0', '0']",friend
2,TU3_2_1_1_1_1,1.0,gpt-4-1106-preview,15.71,0,15.71,1,50,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '15', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",friend
3,TU3_2_1_1_1_1,1.5,gpt-4-1106-preview,15.71,0,15.71,1,50,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '15', '0', '15', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '15', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '15', '0', '0', '0', '0', '0', '0', '0']",friend
4,TU3_2_1_1_1_1,2.0,gpt-4-1106-preview,15.71,0,15.71,1,50,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '15', '0', '15', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '15', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '15', '0', '0', '0', '0', '15', '0', '0']",friend
0,TU3_2_1_1_1_2,0.01,gpt-4-1106-preview,15.71,0,15.71,2,50,"['15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15']",stranger
1,TU3_2_1_1_1_2,0.5,gpt-4-1106-preview,15.71,0,15.71,2,50,"['15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15']",stranger
2,TU3_2_1_1_1_2,1.0,gpt-4-1106-preview,15.71,0,15.71,2,50,"['15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15']",stranger
3,TU3_2_1_1_1_2,1.5,gpt-4-1106-preview,15.71,0,15.71,2,50,"['15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15']",stranger
4,TU3_2_1_1_1_2,2.0,gpt-4-1106-preview,15.71,0,15.71,2,49,"['15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '18', '15', '15', '15', '15', '15', '15']",stranger
0,TU3_2_1_1_2_1,0.01,gpt-4-1106-preview,15.71,0,31.42,3,50,"['15', '15', '0', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '0', '0', '0', '15', '15', '15', '15', '0', '15', '15', '15', '15', '0', '0', '15', '0', '15', '15', '0', '15', '15', '0', '0', '0', '15', '0', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15']",friend
1,TU3_2_1_1_2_1,0.5,gpt-4-1106-preview,15.71,0,31.42,3,50,"['15', '15', '0', '15', '0', '0', '15', '15', '15', '15', '15', '0', '0', '0', '0', '0', '0', '15', '15', '15', '15', '0', '0', '0', '0', '15', '0', '15', '15', '15', '0', '0', '0', '15', '15', '15', '15', '15', '15', '15', '15', '15', '0', '0', '15', '15', '0', '15', '15', '15']",friend
2,TU3_2_1_1_2_1,1.0,gpt-4-1106-preview,15.71,0,31.42,3,50,"['0', '0', '0', '15', '15', '15', '15', '0', '15', '15', '15', '15', '0', '15', '15', '15', '15', '15', '0', '0', '0', '15', '0', '15', '15', '15', '15', '15', '0', '15', '0', '0', '15', '15', '0', '0', '15', '0', '0', '15', '15', '0', '15', '15', '15', '0', '0', '15', '15', '0']",friend
3,TU3_2_1_1_2_1,1.5,gpt-4-1106-preview,15.71,0,31.42,3,50,"['15', '0', '15', '0', '0', '0', '0', '0', '15', '15', '0', '0', '0', '0', '0', '0', '0', '15', '15', '15', '15', '15', '15', '0', '15', '15', '15', '0', '0', '0', '15', '0', '15', '15', '15', '15', '0', '15', '0', '15', '0', '15', '15', '15', '0', '15', '15', '15', '15', '15']",friend
4,TU3_2_1_1_2_1,2.0,gpt-4-1106-preview,15.71,0,31.42,3,49,"['15', '15', '0', '15', '15', '0', '15', '15', '0', '0', '15', '15', '0', '15', '15', '15', '15', '0', '0', '15', '0', '15', '0', '15', '0', '0', '0', '0', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '0', '0', '15', '15', '0', '15', '0', '15', '15']",friend
0,TU3_2_1_1_2_2,0.01,gpt-4-1106-preview,15.71,0,31.42,4,50,"['31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31']",stranger
1,TU3_2_1_1_2_2,0.5,gpt-4-1106-preview,15.71,0,31.42,4,50,"['31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31']",stranger
2,TU3_2_1_1_2_2,1.0,gpt-4-1106-preview,15.71,0,31.42,4,50,"['31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31']",stranger
3,TU3_2_1_1_2_2,1.5,gpt-4-1106-preview,15.71,0,31.42,4,50,"['31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31']",stranger
4,TU3_2_1_1_2_2,2.0,gpt-4-1106-preview,15.71,0,31.42,4,50,"['31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '39', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31']",stranger
0,TU3_2_1_2_1_1,0.01,gpt-4-1106-preview,15.71,31.42,15.71,5,50,"['15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15']",friend
1,TU3_2_1_2_1_1,0.5,gpt-4-1106-preview,15.71,31.42,15.71,5,50,"['15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15']",friend
2,TU3_2_1_2_1_1,1.0,gpt-4-1106-preview,15.71,31.42,15.71,5,50,"['15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15']",friend
3,TU3_2_1_2_1_1,1.5,gpt-4-1106-preview,15.71,31.42,15.71,5,50,"['15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15']",friend
4,TU3_2_1_2_1_1,2.0,gpt-4-1106-preview,15.71,31.42,15.71,5,50,"['15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15']",friend
0,TU3_2_1_2_1_2,0.01,gpt-4-1106-preview,15.71,15.71,15.71,6,50,"['15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15']",stranger
1,TU3_2_1_2_1_2,0.5,gpt-4-1106-preview,15.71,15.71,15.71,6,50,"['15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15']",stranger
2,TU3_2_1_2_1_2,1.0,gpt-4-1106-preview,15.71,15.71,15.71,6,50,"['15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15']",stranger
3,TU3_2_1_2_1_2,1.5,gpt-4-1106-preview,15.71,15.71,15.71,6,50,"['15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15']",stranger
4,TU3_2_1_2_1_2,2.0,gpt-4-1106-preview,15.71,15.71,15.71,6,49,"['15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '20', '15', '15', '15', '15', '15', '15', '60']",stranger
0,TU3_2_1_2_2_1,0.01,gpt-4-1106-preview,15.71,15.71,31.42,7,50,"['15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15']",friend
1,TU3_2_1_2_2_1,0.5,gpt-4-1106-preview,15.71,15.71,31.42,7,50,"['15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15']",friend
2,TU3_2_1_2_2_1,1.0,gpt-4-1106-preview,15.71,15.71,31.42,7,50,"['15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15']",friend
3,TU3_2_1_2_2_1,1.5,gpt-4-1106-preview,15.71,15.71,31.42,7,50,"['15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15']",friend
4,TU3_2_1_2_2_1,2.0,gpt-4-1106-preview,15.71,15.71,31.42,7,50,"['15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '20', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '0', '15', '15', '15', '15', '15', '15', '15']",friend
0,TU3_2_1_2_2_2,0.01,gpt-4-1106-preview,15.71,15.71,31.42,8,50,"['31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31']",stranger
1,TU3_2_1_2_2_2,0.5,gpt-4-1106-preview,15.71,15.71,31.42,8,50,"['31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31']",stranger
2,TU3_2_1_2_2_2,1.0,gpt-4-1106-preview,15.71,15.71,31.42,8,50,"['31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31']",stranger
3,TU3_2_1_2_2_2,1.5,gpt-4-1106-preview,15.71,15.71,31.42,8,50,"['31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31']",stranger
4,TU3_2_1_2_2_2,2.0,gpt-4-1106-preview,15.71,15.71,31.42,8,50,"['31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '15', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '15', '31', '31', '31']",stranger
0,TU3_2_1_3_1_1,0.01,gpt-4-1106-preview,15.71,31.42,15.71,9,50,"['15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15']",friend
1,TU3_2_1_3_1_1,0.5,gpt-4-1106-preview,15.71,31.42,15.71,9,50,"['15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15']",friend
2,TU3_2_1_3_1_1,1.0,gpt-4-1106-preview,15.71,31.42,15.71,9,50,"['15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15']",friend
3,TU3_2_1_3_1_1,1.5,gpt-4-1106-preview,15.71,31.42,15.71,9,50,"['15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '0', '15', '15', '31', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15']",friend
4,TU3_2_1_3_1_1,2.0,gpt-4-1106-preview,15.71,31.42,15.71,9,50,"['15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '31', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '31', '15', '15', '31', '15', '31', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15']",friend
0,TU3_2_1_3_1_2,0.01,gpt-4-1106-preview,15.71,31.42,15.71,10,50,"['31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31']",stranger
1,TU3_2_1_3_1_2,0.5,gpt-4-1106-preview,15.71,31.42,15.71,10,50,"['31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31']",stranger
2,TU3_2_1_3_1_2,1.0,gpt-4-1106-preview,15.71,31.42,15.71,10,50,"['31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '15', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31']",stranger
3,TU3_2_1_3_1_2,1.5,gpt-4-1106-preview,15.71,31.42,15.71,10,50,"['31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '15', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '15', '31', '31', '31', '31', '15', '31', '15', '31', '31', '31', '31', '31', '15', '31', '31', '31', '15', '31', '31', '31', '31', '31']",stranger
4,TU3_2_1_3_1_2,2.0,gpt-4-1106-preview,15.71,31.42,15.71,10,49,"['31', '31', '31', '15', '31', '15', '31', '15', '31', '31', '15', '31', '31', '31', '31', '15', '31', '31', '15', '31', '31', '31', '31', '31', '15', '31', '15', '31', '31', '31', '31', '31', '31', '31', '31', '31', '15', '31', '31', '31', '31', '15', '15', '31', '31', '31', '31', '15', '31']",stranger
0,TU3_2_1_3_2_1,0.01,gpt-4-1106-preview,15.71,31.42,31.42,11,50,"['15', '15', '31', '15', '15', '15', '15', '31', '15', '15', '15', '15', '15', '15', '15', '31', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '31', '15', '15', '31', '15', '15', '15', '15', '15', '15', '15', '31', '15', '15', '15', '15', '31']",friend
1,TU3_2_1_3_2_1,0.5,gpt-4-1106-preview,15.71,31.42,31.42,11,50,"['15', '15', '15', '31', '31', '31', '31', '15', '15', '31', '15', '31', '15', '15', '15', '31', '31', '15', '15', '15', '15', '15', '15', '31', '15', '15', '31', '15', '31', '31', '15', '31', '31', '15', '31', '15', '15', '15', '15', '15', '15', '15', '31', '15', '15', '15', '15', '31', '15', '15']",friend
2,TU3_2_1_3_2_1,1.0,gpt-4-1106-preview,15.71,31.42,31.42,11,50,"['15', '15', '15', '15', '31', '15', '31', '31', '31', '15', '15', '15', '15', '15', '15', '15', '15', '31', '15', '31', '15', '15', '15', '31', '15', '15', '31', '31', '31', '31', '31', '31', '15', '15', '15', '31', '15', '15', '15', '15', '31', '15', '15', '15', '15', '31', '31', '15', '31', '15']",friend
3,TU3_2_1_3_2_1,1.5,gpt-4-1106-preview,15.71,31.42,31.42,11,50,"['15', '15', '15', '31', '15', '15', '15', '31', '15', '15', '15', '15', '15', '31', '15', '15', '15', '31', '15', '15', '15', '31', '15', '0', '15', '31', '15', '31', '31', '15', '15', '31', '31', '15', '15', '15', '31', '15', '15', '31', '31', '31', '15', '31', '15', '31', '15', '15', '15', '15']",friend
4,TU3_2_1_3_2_1,2.0,gpt-4-1106-preview,15.71,31.42,31.42,11,50,"['31', '0', '15', '15', '31', '15', '0', '31', '31', '15', '31', '15', '31', '15', '31', '15', '0', '15', '15', '31', '31', '31', '31', '31', '15', '31', '15', '31', '31', '15', '15', '31', '15', '31', '15', '15', '15', '15', '31', '31', '15', '15', '31', '31', '15', '31', '15', '31', '15', '15']",friend
0,TU3_2_1_3_2_2,0.01,gpt-4-1106-preview,15.71,31.42,31.42,12,50,"['31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31']",stranger
1,TU3_2_1_3_2_2,0.5,gpt-4-1106-preview,15.71,31.42,31.42,12,50,"['31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31']",stranger
2,TU3_2_1_3_2_2,1.0,gpt-4-1106-preview,15.71,31.42,31.42,12,50,"['31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31']",stranger
3,TU3_2_1_3_2_2,1.5,gpt-4-1106-preview,15.71,31.42,31.42,12,50,"['31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31']",stranger
4,TU3_2_1_3_2_2,2.0,gpt-4-1106-preview,15.71,31.42,31.42,12,50,"['31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '71', '31', '31', '31', '31', '31', '31', '31']",stranger
